date,year,quarter,month,month_name,week_of_year,day_of_week,day_name,is_weekend,is_month_end,is_payday_window,is_school_holiday,is_bank_holiday,bank_holiday_name,is_easter_period,is_christmas_period,is_black_friday_period,is_heatwave,weather_condition,temperature_celsius
2024-05-16,2024,Q2,5,May,20,3,Thursday,False,False,False,False,False,,False,False,False,False,Rain,20.1
2024-05-17,2024,Q2,5,May,20,4,Friday,False,False,False,False,False,,False,False,False,False,Heavy Rain,18.6
2024-05-18,2024,Q2,5,May,20,5,Saturday,True,False,False,False,False,,False,False,False,False,Rain,16.1
2024-05-19,2024,Q2,5,May,20,6,Sunday,True,False,False,False,False,,False,False,False,False,Cloudy,15.5
2024-05-20,2024,Q2,5,May,21,0,Monday,False,False,False,False,False,,False,False,False,False,Cloudy,12.3
2024-05-21,2024,Q2,5,May,21,1,Tuesday,False,False,False,False,False,,False,False,False,False,Rain,14.6
2024-05-22,2024,Q2,5,May,21,2,Wednesday,False,False,False,False,False,,False,False,False,False,Cloudy,17.4
2024-05-23,2024,Q2,5,May,21,3,Thursday,False,False,False,False,False,,False,False,False,False,Dry,18.7
2024-05-24,2024,Q2,5,May,21,4,Friday,False,False,False,False,False,,False,False,False,False,Cloudy,16.8
2024-05-25,2024,Q2,5,May,21,5,Saturday,True,False,True,False,False,,False,False,False,False,Dry,16.5
2024-05-26,2024,Q2,5,May,21,6,Sunday,True,False,True,False,False,,False,False,False,False,Cloudy,16.5
2024-05-27,2024,Q2,5,May,22,0,Monday,False,False,True,False,True,Spring Bank Holiday,False,False,False,False,Rain,17.3
2024-05-28,2024,Q2,5,May,22,1,Tuesday,False,False,True,False,False,,False,False,False,False,Cloudy,18.4
2024-05-29,2024,Q2,5,May,22,2,Wednesday,False,False,True,False,False,,False,False,False,False,Rain,20.0
2024-05-30,2024,Q2,5,May,22,3,Thursday,False,False,True,False,False,,False,False,False,False,Rain,16.9
2024-05-31,2024,Q2,5,May,22,4,Friday,False,True,True,False,False,,False,False,False,False,Cloudy,15.2
2024-06-01,2024,Q2,6,June,22,5,Saturday,True,False,True,False,False,,False,False,False,False,Cloudy,14.7
2024-06-02,2024,Q2,6,June,22,6,Sunday,True,False,True,False,False,,False,False,False,False,Cloudy,16.7
2024-06-03,2024,Q2,6,June,23,0,Monday,False,False,True,False,False,,False,False,False,False,Dry,13.5
2024-06-04,2024,Q2,6,June,23,1,Tuesday,False,False,False,False,False,,False,False,False,False,Warm,21.0
2024-06-05,2024,Q2,6,June,23,2,Wednesday,False,False,False,False,False,,False,False,False,False,Rain,16.3
2024-06-06,2024,Q2,6,June,23,3,Thursday,False,False,False,False,False,,False,False,False,False,Cloudy,14.9
2024-06-07,2024,Q2,6,June,23,4,Friday,False,False,False,False,False,,False,False,False,False,Dry,15.1
2024-06-08,2024,Q2,6,June,23,5,Saturday,True,False,False,False,False,,False,False,False,False,Cloudy,19.4
2024-06-09,2024,Q2,6,June,23,6,Sunday,True,False,False,False,False,,False,False,False,False,Cloudy,19.4
2024-06-10,2024,Q2,6,June,24,0,Monday,False,False,False,False,False,,False,False,False,False,Dry,16.5
2024-06-11,2024,Q2,6,June,24,1,Tuesday,False,False,False,False,False,,False,False,False,False,Warm,22.4
2024-06-12,2024,Q2,6,June,24,2,Wednesday,False,False,False,False,False,,False,False,False,False,Dry,19.5
2024-06-13,2024,Q2,6,June,24,3,Thursday,False,False,False,False,False,,False,False,False,False,Rain,15.8
2024-06-14,2024,Q2,6,June,24,4,Friday,False,False,False,False,False,,False,False,False,False,Cloudy,15.5
2024-06-15,2024,Q2,6,June,24,5,Saturday,True,False,False,False,False,,False,False,False,False,Cloudy,14.6
2024-06-16,2024,Q2,6,June,24,6,Sunday,True,False,False,False,False,,False,False,False,False,Dry,21.0
2024-06-17,2024,Q2,6,June,25,0,Monday,False,False,False,False,False,,False,False,False,False,Warm,21.0
2024-06-18,2024,Q2,6,June,25,1,Tuesday,False,False,False,False,False,,False,False,False,False,Dry,17.6
2024-06-19,2024,Q2,6,June,25,2,Wednesday,False,False,False,False,False,,False,False,False,False,Cloudy,18.4
2024-06-20,2024,Q2,6,June,25,3,Thursday,False,False,False,False,False,,False,False,False,True,Heatwave,28.9
2024-06-21,2024,Q2,6,June,25,4,Friday,False,False,False,False,False,,False,False,False,False,Warm,22.3
2024-06-22,2024,Q2,6,June,25,5,Saturday,True,False,False,False,False,,False,False,False,False,Warm,24.2
2024-06-23,2024,Q2,6,June,25,6,Sunday,True,False,False,False,False,,False,False,False,False,Rain,16.5
2024-06-24,2024,Q2,6,June,26,0,Monday,False,False,False,False,False,,False,False,False,False,Cloudy,15.1
2024-06-25,2024,Q2,6,June,26,1,Tuesday,False,False,True,False,False,,False,False,False,False,Rain,22.1
2024-06-26,2024,Q2,6,June,26,2,Wednesday,False,False,True,False,False,,False,False,False,False,Dry,13.5
2024-06-27,2024,Q2,6,June,26,3,Thursday,False,False,True,False,False,,False,False,False,False,Dry,17.0
2024-06-28,2024,Q2,6,June,26,4,Friday,False,False,True,False,False,,False,False,False,False,Dry,17.4
2024-06-29,2024,Q2,6,June,26,5,Saturday,True,False,True,False,False,,False,False,False,False,Cloudy,18.0
2024-06-30,2024,Q2,6,June,26,6,Sunday,True,True,True,False,False,,False,False,False,False,Cloudy,19.0
2024-07-01,2024,Q3,7,July,27,0,Monday,False,False,True,False,False,,False,False,False,False,Warm,21.5
2024-07-02,2024,Q3,7,July,27,1,Tuesday,False,False,True,False,False,,False,False,False,True,Heatwave,25.2
2024-07-03,2024,Q3,7,July,27,2,Wednesday,False,False,True,False,False,,False,False,False,False,Dry,18.9
2024-07-04,2024,Q3,7,July,27,3,Thursday,False,False,False,False,False,,False,False,False,False,Cloudy,20.8
2024-07-05,2024,Q3,7,July,27,4,Friday,False,False,False,False,False,,False,False,False,False,Warm,21.7
2024-07-06,2024,Q3,7,July,27,5,Saturday,True,False,False,False,False,,False,False,False,False,Dry,12.3
2024-07-07,2024,Q3,7,July,27,6,Sunday,True,False,False,False,False,,False,False,False,False,Cloudy,11.2
2024-07-08,2024,Q3,7,July,28,0,Monday,False,False,False,False,False,,False,False,False,False,Cloudy,16.7
2024-07-09,2024,Q3,7,July,28,1,Tuesday,False,False,False,False,False,,False,False,False,False,Dry,16.3
2024-07-10,2024,Q3,7,July,28,2,Wednesday,False,False,False,False,False,,False,False,False,False,Dry,17.0
2024-07-11,2024,Q3,7,July,28,3,Thursday,False,False,False,False,False,,False,False,False,False,Rain,18.9
2024-07-12,2024,Q3,7,July,28,4,Friday,False,False,False,False,False,,False,False,False,False,Warm,22.5
2024-07-13,2024,Q3,7,July,28,5,Saturday,True,False,False,False,False,,False,False,False,False,Cloudy,13.4
2024-07-14,2024,Q3,7,July,28,6,Sunday,True,False,False,False,False,,False,False,False,False,Warm,23.5
2024-07-15,2024,Q3,7,July,29,0,Monday,False,False,False,False,False,,False,False,False,False,Cloudy,20.9
2024-07-16,2024,Q3,7,July,29,1,Tuesday,False,False,False,False,False,,False,False,False,False,Warm,21.0
2024-07-17,2024,Q3,7,July,29,2,Wednesday,False,False,False,False,False,,False,False,False,False,Cloudy,17.8
2024-07-18,2024,Q3,7,July,29,3,Thursday,False,False,False,False,False,,False,False,False,False,Dry,14.3
2024-07-19,2024,Q3,7,July,29,4,Friday,False,False,False,False,False,,False,False,False,False,Cloudy,16.8
2024-07-20,2024,Q3,7,July,29,5,Saturday,True,False,False,False,False,,False,False,False,False,Warm,21.6
2024-07-21,2024,Q3,7,July,29,6,Sunday,True,False,False,False,False,,False,False,False,False,Rain,18.3
2024-07-22,2024,Q3,7,July,30,0,Monday,False,False,False,False,False,,False,False,False,False,Rain,20.3
2024-07-23,2024,Q3,7,July,30,1,Tuesday,False,False,False,False,False,,False,False,False,False,Rain,17.6
2024-07-24,2024,Q3,7,July,30,2,Wednesday,False,False,False,False,False,,False,False,False,False,Cloudy,13.7
2024-07-25,2024,Q3,7,July,30,3,Thursday,False,False,True,False,False,,False,False,False,False,Cloudy,14.0
2024-07-26,2024,Q3,7,July,30,4,Friday,False,False,True,False,False,,False,False,False,False,Dry,12.4
2024-07-27,2024,Q3,7,July,30,5,Saturday,True,False,True,False,False,,False,False,False,False,Cloudy,17.6
2024-07-28,2024,Q3,7,July,30,6,Sunday,True,False,True,False,False,,False,False,False,False,Dry,15.1
2024-07-29,2024,Q3,7,July,31,0,Monday,False,False,True,False,False,,False,False,False,False,Dry,18.8
2024-07-30,2024,Q3,7,July,31,1,Tuesday,False,False,True,False,False,,False,False,False,False,Cloudy,13.9
2024-07-31,2024,Q3,7,July,31,2,Wednesday,False,True,True,False,False,,False,False,False,False,Cloudy,14.6
2024-08-01,2024,Q3,8,August,31,3,Thursday,False,False,True,True,False,,False,False,False,False,Dry,16.2
2024-08-02,2024,Q3,8,August,31,4,Friday,False,False,True,True,False,,False,False,False,False,Warm,21.2
2024-08-03,2024,Q3,8,August,31,5,Saturday,True,False,True,True,False,,False,False,False,False,Cloudy,19.3
2024-08-04,2024,Q3,8,August,31,6,Sunday,True,False,False,True,False,,False,False,False,False,Cloudy,15.7
2024-08-05,2024,Q3,8,August,32,0,Monday,False,False,False,True,True,Scottish Summer Bank Holiday,False,False,False,False,Dry,8.0
2024-08-06,2024,Q3,8,August,32,1,Tuesday,False,False,False,True,False,,False,False,False,False,Cloudy,16.7
2024-08-07,2024,Q3,8,August,32,2,Wednesday,False,False,False,True,False,,False,False,False,False,Cloudy,17.4
2024-08-08,2024,Q3,8,August,32,3,Thursday,False,False,False,True,False,,False,False,False,False,Cloudy,13.0
2024-08-09,2024,Q3,8,August,32,4,Friday,False,False,False,True,False,,False,False,False,False,Dry,12.2
2024-08-10,2024,Q3,8,August,32,5,Saturday,True,False,False,True,False,,False,False,False,False,Dry,16.9
2024-08-11,2024,Q3,8,August,32,6,Sunday,True,False,False,True,False,,False,False,False,False,Rain,19.9
2024-08-12,2024,Q3,8,August,33,0,Monday,False,False,False,True,False,,False,False,False,False,Dry,12.2
2024-08-13,2024,Q3,8,August,33,1,Tuesday,False,False,False,True,False,,False,False,False,False,Cloudy,14.0
2024-08-14,2024,Q3,8,August,33,2,Wednesday,False,False,False,True,False,,False,False,False,False,Dry,13.2
2024-08-15,2024,Q3,8,August,33,3,Thursday,False,False,False,True,False,,False,False,False,False,Cloudy,7.4
2024-08-16,2024,Q3,8,August,33,4,Friday,False,False,False,True,False,,False,False,False,False,Cloudy,10.8
2024-08-17,2024,Q3,8,August,33,5,Saturday,True,False,False,True,False,,False,False,False,False,Cloudy,12.0
2024-08-18,2024,Q3,8,August,33,6,Sunday,True,False,False,True,False,,False,False,False,False,Cloudy,20.5
2024-08-19,2024,Q3,8,August,34,0,Monday,False,False,False,True,False,,False,False,False,False,Dry,12.2
2024-08-20,2024,Q3,8,August,34,1,Tuesday,False,False,False,True,False,,False,False,False,False,Cloudy,13.5
2024-08-21,2024,Q3,8,August,34,2,Wednesday,False,False,False,True,False,,False,False,False,False,Dry,12.0
2024-08-22,2024,Q3,8,August,34,3,Thursday,False,False,False,True,False,,False,False,False,False,Dry,6.8
2024-08-23,2024,Q3,8,August,34,4,Friday,False,False,False,True,False,,False,False,False,False,Rain,9.4
2024-08-24,2024,Q3,8,August,34,5,Saturday,True,False,False,True,False,,False,False,False,False,Cloudy,15.1
2024-08-25,2024,Q3,8,August,34,6,Sunday,True,False,True,True,False,,False,False,False,False,Cloudy,12.5
2024-08-26,2024,Q3,8,August,35,0,Monday,False,False,True,True,True,Summer Bank Holiday,False,False,False,False,Rain,13.9
2024-08-27,2024,Q3,8,August,35,1,Tuesday,False,False,True,True,False,,False,False,False,False,Cloudy,10.3
2024-08-28,2024,Q3,8,August,35,2,Wednesday,False,False,True,True,False,,False,False,False,False,Cloudy,11.6
2024-08-29,2024,Q3,8,August,35,3,Thursday,False,False,True,True,False,,False,False,False,False,Dry,11.5
2024-08-30,2024,Q3,8,August,35,4,Friday,False,False,True,True,False,,False,False,False,False,Dry,16.9
2024-08-31,2024,Q3,8,August,35,5,Saturday,True,True,True,True,False,,False,False,False,False,Rain,7.3
2024-09-01,2024,Q3,9,September,35,6,Sunday,True,False,True,False,False,,False,False,False,False,Cloudy,15.0
2024-09-02,2024,Q3,9,September,36,0,Monday,False,False,True,False,False,,False,False,False,False,Rain,16.4
2024-09-03,2024,Q3,9,September,36,1,Tuesday,False,False,True,False,False,,False,False,False,False,Rain,16.7
2024-09-04,2024,Q3,9,September,36,2,Wednesday,False,False,False,False,False,,False,False,False,False,Dry,7.7
2024-09-05,2024,Q3,9,September,36,3,Thursday,False,False,False,False,False,,False,False,False,False,Cloudy,12.6
2024-09-06,2024,Q3,9,September,36,4,Friday,False,False,False,False,False,,False,False,False,False,Dry,11.8
2024-09-07,2024,Q3,9,September,36,5,Saturday,True,False,False,False,False,,False,False,False,False,Heavy Rain,12.4
2024-09-08,2024,Q3,9,September,36,6,Sunday,True,False,False,False,False,,False,False,False,False,Rain,10.3
2024-09-09,2024,Q3,9,September,37,0,Monday,False,False,False,False,False,,False,False,False,False,Rain,8.5
2024-09-10,2024,Q3,9,September,37,1,Tuesday,False,False,False,False,False,,False,False,False,False,Cloudy,11.3
2024-09-11,2024,Q3,9,September,37,2,Wednesday,False,False,False,False,False,,False,False,False,False,Rain,12.6
2024-09-12,2024,Q3,9,September,37,3,Thursday,False,False,False,False,False,,False,False,False,False,Dry,11.2
2024-09-13,2024,Q3,9,September,37,4,Friday,False,False,False,False,False,,False,False,False,False,Rain,12.3
2024-09-14,2024,Q3,9,September,37,5,Saturday,True,False,False,False,False,,False,False,False,False,Cloudy,8.9
2024-09-15,2024,Q3,9,September,37,6,Sunday,True,False,False,False,False,,False,False,False,False,Rain,12.0
2024-09-16,2024,Q3,9,September,38,0,Monday,False,False,False,False,False,,False,False,False,False,Rain,8.6
2024-09-17,2024,Q3,9,September,38,1,Tuesday,False,False,False,False,False,,False,False,False,False,Dry,10.4
2024-09-18,2024,Q3,9,September,38,2,Wednesday,False,False,False,False,False,,False,False,False,False,Cloudy,11.3
2024-09-19,2024,Q3,9,September,38,3,Thursday,False,False,False,False,False,,False,False,False,False,Rain,8.0
2024-09-20,2024,Q3,9,September,38,4,Friday,False,False,False,False,False,,False,False,False,False,Rain,8.4
2024-09-21,2024,Q3,9,September,38,5,Saturday,True,False,False,False,False,,False,False,False,False,Rain,10.6
2024-09-22,2024,Q3,9,September,38,6,Sunday,True,False,False,False,False,,False,False,False,False,Rain,10.5
2024-09-23,2024,Q3,9,September,39,0,Monday,False,False,False,False,False,,False,False,False,False,Cloudy,15.1
2024-09-24,2024,Q3,9,September,39,1,Tuesday,False,False,False,False,False,,False,False,False,False,Cloudy,15.2
2024-09-25,2024,Q3,9,September,39,2,Wednesday,False,False,True,False,False,,False,False,False,False,Dry,10.4
2024-09-26,2024,Q3,9,September,39,3,Thursday,False,False,True,False,False,,False,False,False,False,Dry,10.0
2024-09-27,2024,Q3,9,September,39,4,Friday,False,False,True,False,False,,False,False,False,False,Rain,5.0
2024-09-28,2024,Q3,9,September,39,5,Saturday,True,False,True,False,False,,False,False,False,False,Rain,14.1
2024-09-29,2024,Q3,9,September,39,6,Sunday,True,False,True,False,False,,False,False,False,False,Rain,5.9
2024-09-30,2024,Q3,9,September,40,0,Monday,False,True,True,False,False,,False,False,False,False,Heavy Rain,8.2
2024-10-01,2024,Q4,10,October,40,1,Tuesday,False,False,True,False,False,,False,False,False,False,Rain,8.9
2024-10-02,2024,Q4,10,October,40,2,Wednesday,False,False,True,False,False,,False,False,False,False,Dry,8.0
2024-10-03,2024,Q4,10,October,40,3,Thursday,False,False,True,False,False,,False,False,False,False,Cloudy,10.9
2024-10-04,2024,Q4,10,October,40,4,Friday,False,False,False,False,False,,False,False,False,False,Rain,8.5
2024-10-05,2024,Q4,10,October,40,5,Saturday,True,False,False,False,False,,False,False,False,False,Rain,7.3
2024-10-06,2024,Q4,10,October,40,6,Sunday,True,False,False,False,False,,False,False,False,False,Rain,12.5
2024-10-07,2024,Q4,10,October,41,0,Monday,False,False,False,False,False,,False,False,False,False,Cloudy,13.6
2024-10-08,2024,Q4,10,October,41,1,Tuesday,False,False,False,False,False,,False,False,False,False,Rain,4.8
2024-10-09,2024,Q4,10,October,41,2,Wednesday,False,False,False,False,False,,False,False,False,False,Rain,9.8
2024-10-10,2024,Q4,10,October,41,3,Thursday,False,False,False,False,False,,False,False,False,False,Cold,1.5
2024-10-11,2024,Q4,10,October,41,4,Friday,False,False,False,False,False,,False,False,False,False,Rain,7.4
2024-10-12,2024,Q4,10,October,41,5,Saturday,True,False,False,False,False,,False,False,False,False,Dry,10.4
2024-10-13,2024,Q4,10,October,41,6,Sunday,True,False,False,False,False,,False,False,False,False,Heavy Rain,12.8
2024-10-14,2024,Q4,10,October,42,0,Monday,False,False,False,False,False,,False,False,False,False,Rain,8.4
2024-10-15,2024,Q4,10,October,42,1,Tuesday,False,False,False,False,False,,False,False,False,False,Cloudy,8.9
2024-10-16,2024,Q4,10,October,42,2,Wednesday,False,False,False,False,False,,False,False,False,False,Rain,8.3
2024-10-17,2024,Q4,10,October,42,3,Thursday,False,False,False,False,False,,False,False,False,False,Rain,7.2
2024-10-18,2024,Q4,10,October,42,4,Friday,False,False,False,False,False,,False,False,False,False,Rain,3.6
2024-10-19,2024,Q4,10,October,42,5,Saturday,True,False,False,False,False,,False,False,False,False,Rain,11.6
2024-10-20,2024,Q4,10,October,42,6,Sunday,True,False,False,False,False,,False,False,False,False,Rain,9.6
2024-10-21,2024,Q4,10,October,43,0,Monday,False,False,False,True,False,,False,False,False,False,Cold,-1.7
2024-10-22,2024,Q4,10,October,43,1,Tuesday,False,False,False,True,False,,False,False,False,False,Rain,4.9
2024-10-23,2024,Q4,10,October,43,2,Wednesday,False,False,False,True,False,,False,False,False,False,Dry,10.0
2024-10-24,2024,Q4,10,October,43,3,Thursday,False,False,False,True,False,,False,False,False,False,Cloudy,10.6
2024-10-25,2024,Q4,10,October,43,4,Friday,False,False,True,True,False,,False,False,False,False,Heavy Rain,8.4
2024-10-26,2024,Q4,10,October,43,5,Saturday,True,False,True,True,False,,False,False,False,False,Rain,4.6
2024-10-27,2024,Q4,10,October,43,6,Sunday,True,False,True,True,False,,False,False,False,False,Rain,4.3
2024-10-28,2024,Q4,10,October,44,0,Monday,False,False,True,True,False,,False,False,False,False,Rain,11.4
2024-10-29,2024,Q4,10,October,44,1,Tuesday,False,False,True,True,False,,False,False,False,False,Rain,5.0
2024-10-30,2024,Q4,10,October,44,2,Wednesday,False,False,True,True,False,,False,False,False,False,Cloudy,5.7
2024-10-31,2024,Q4,10,October,44,3,Thursday,False,True,True,True,False,,False,False,False,False,Rain,3.6
2024-11-01,2024,Q4,11,November,44,4,Friday,False,False,True,False,False,,False,False,False,False,Cloudy,3.6
2024-11-02,2024,Q4,11,November,44,5,Saturday,True,False,True,False,False,,False,False,False,False,Cold,-4.2
2024-11-03,2024,Q4,11,November,44,6,Sunday,True,False,True,False,False,,False,False,False,False,Dry,6.6
2024-11-04,2024,Q4,11,November,45,0,Monday,False,False,False,False,False,,False,False,False,False,Heavy Rain,7.3
2024-11-05,2024,Q4,11,November,45,1,Tuesday,False,False,False,False,False,,False,False,False,False,Rain,2.8
2024-11-06,2024,Q4,11,November,45,2,Wednesday,False,False,False,False,False,,False,False,False,False,Cold,1.1
2024-11-07,2024,Q4,11,November,45,3,Thursday,False,False,False,False,False,,False,False,False,False,Cold,1.5
2024-11-08,2024,Q4,11,November,45,4,Friday,False,False,False,False,False,,False,False,False,False,Cold,0.4
2024-11-09,2024,Q4,11,November,45,5,Saturday,True,False,False,False,False,,False,False,False,False,Cloudy,9.0
2024-11-10,2024,Q4,11,November,45,6,Sunday,True,False,False,False,False,,False,False,False,False,Cloudy,3.9
2024-11-11,2024,Q4,11,November,46,0,Monday,False,False,False,False,False,,False,False,False,False,Cloudy,4.5
2024-11-12,2024,Q4,11,November,46,1,Tuesday,False,False,False,False,False,,False,False,False,False,Cloudy,5.3
2024-11-13,2024,Q4,11,November,46,2,Wednesday,False,False,False,False,False,,False,False,False,False,Rain,1.0
2024-11-14,2024,Q4,11,November,46,3,Thursday,False,False,False,False,False,,False,False,False,False,Cold,0.7
2024-11-15,2024,Q4,11,November,46,4,Friday,False,False,False,False,False,,False,False,False,False,Dry,5.5
2024-11-16,2024,Q4,11,November,46,5,Saturday,True,False,False,False,False,,False,False,False,False,Rain,7.7
2024-11-17,2024,Q4,11,November,46,6,Sunday,True,False,False,False,False,,False,False,False,False,Rain,1.0
2024-11-18,2024,Q4,11,November,47,0,Monday,False,False,False,False,False,,False,False,False,False,Heavy Rain,4.3
2024-11-19,2024,Q4,11,November,47,1,Tuesday,False,False,False,False,False,,False,False,False,False,Dry,5.9
2024-11-20,2024,Q4,11,November,47,2,Wednesday,False,False,False,False,False,,False,False,True,False,Cloudy,3.6
2024-11-21,2024,Q4,11,November,47,3,Thursday,False,False,False,False,False,,False,False,True,False,Cold,0.9
2024-11-22,2024,Q4,11,November,47,4,Friday,False,False,False,False,False,,False,False,True,False,Dry,2.5
2024-11-23,2024,Q4,11,November,47,5,Saturday,True,False,False,False,False,,False,False,True,False,Dry,3.9
2024-11-24,2024,Q4,11,November,47,6,Sunday,True,False,False,False,False,,False,False,True,False,Rain,5.3
2024-11-25,2024,Q4,11,November,48,0,Monday,False,False,True,False,False,,False,False,True,False,Rain,3.0
2024-11-26,2024,Q4,11,November,48,1,Tuesday,False,False,True,False,False,,False,False,True,False,Rain,-2.9
2024-11-27,2024,Q4,11,November,48,2,Wednesday,False,False,True,False,False,,False,False,True,False,Rain,4.7
2024-11-28,2024,Q4,11,November,48,3,Thursday,False,False,True,False,False,,False,False,True,False,Rain,0.2
2024-11-29,2024,Q4,11,November,48,4,Friday,False,False,True,False,False,,False,False,True,False,Rain,1.0
2024-11-30,2024,Q4,11,November,48,5,Saturday,True,True,True,False,False,,False,False,True,False,Heavy Rain,0.8
2024-12-01,2024,Q4,12,December,48,6,Sunday,True,False,True,False,False,,False,True,False,False,Rain,1.5
2024-12-02,2024,Q4,12,December,49,0,Monday,False,False,True,False,False,,False,True,False,False,Cold,-6.2
2024-12-03,2024,Q4,12,December,49,1,Tuesday,False,False,True,False,False,,False,True,False,False,Rain,1.4
2024-12-04,2024,Q4,12,December,49,2,Wednesday,False,False,False,False,False,,False,True,False,False,Cold,1.5
2024-12-05,2024,Q4,12,December,49,3,Thursday,False,False,False,False,False,,False,True,False,False,Rain,1.4
2024-12-06,2024,Q4,12,December,49,4,Friday,False,False,False,False,False,,False,True,False,False,Rain,9.6
2024-12-07,2024,Q4,12,December,49,5,Saturday,True,False,False,False,False,,False,True,False,False,Rain,5.3
2024-12-08,2024,Q4,12,December,49,6,Sunday,True,False,False,False,False,,False,True,False,False,Rain,1.5
2024-12-09,2024,Q4,12,December,50,0,Monday,False,False,False,False,False,,False,True,False,False,Dry,2.1
2024-12-10,2024,Q4,12,December,50,1,Tuesday,False,False,False,False,False,,False,True,False,False,Cold,-1.6
2024-12-11,2024,Q4,12,December,50,2,Wednesday,False,False,False,False,False,,False,True,False,False,Rain,5.1
2024-12-12,2024,Q4,12,December,50,3,Thursday,False,False,False,False,False,,False,True,False,False,Heavy Rain,-2.3
2024-12-13,2024,Q4,12,December,50,4,Friday,False,False,False,False,False,,False,True,False,False,Rain,2.8
2024-12-14,2024,Q4,12,December,50,5,Saturday,True,False,False,False,False,,False,True,False,False,Rain,0.5
2024-12-15,2024,Q4,12,December,50,6,Sunday,True,False,False,False,False,,False,True,False,False,Heavy Rain,3.2
2024-12-16,2024,Q4,12,December,51,0,Monday,False,False,False,False,False,,False,True,False,False,Cloudy,3.4
2024-12-17,2024,Q4,12,December,51,1,Tuesday,False,False,False,False,False,,False,True,False,False,Rain,7.3
2024-12-18,2024,Q4,12,December,51,2,Wednesday,False,False,False,False,False,,False,True,False,False,Cloudy,8.1
2024-12-19,2024,Q4,12,December,51,3,Thursday,False,False,False,False,False,,False,True,False,False,Cloudy,4.5
2024-12-20,2024,Q4,12,December,51,4,Friday,False,False,False,True,False,,False,True,False,False,Cloudy,2.3
2024-12-21,2024,Q4,12,December,51,5,Saturday,True,False,False,True,False,,False,True,False,False,Rain,3.2
2024-12-22,2024,Q4,12,December,51,6,Sunday,True,False,False,True,False,,False,True,False,False,Rain,-2.0
2024-12-23,2024,Q4,12,December,52,0,Monday,False,False,False,True,False,,False,True,False,False,Cloudy,4.1
2024-12-24,2024,Q4,12,December,52,1,Tuesday,False,False,False,True,False,,False,True,False,False,Rain,1.9
2024-12-25,2024,Q4,12,December,52,2,Wednesday,False,False,True,True,True,Christmas Day,False,True,False,False,Rain,3.3
2024-12-26,2024,Q4,12,December,52,3,Thursday,False,False,True,True,True,Boxing Day,False,True,False,False,Rain,0.9
2024-12-27,2024,Q4,12,December,52,4,Friday,False,False,True,True,False,,False,True,False,False,Rain,2.2
2024-12-28,2024,Q4,12,December,52,5,Saturday,True,False,True,True,False,,False,True,False,False,Heavy Rain,-2.0
2024-12-29,2024,Q4,12,December,52,6,Sunday,True,False,True,True,False,,False,True,False,False,Rain,0.5
2024-12-30,2024,Q4,12,December,1,0,Monday,False,False,True,True,False,,False,True,False,False,Rain,1.1
2024-12-31,2024,Q4,12,December,1,1,Tuesday,False,True,True,True,False,,False,True,False,False,Rain,2.9
